Cell,Cyc,Type,Delta,v,q,T,t_remain
Cell8,cyc6000,C1ch,2450,4.1082044,503.77563229004926,40.45585300000001,282
Cell8,cyc6000,C1ch,2500,4.1233592,514.056861611084,40.368507,232
Cell8,cyc6000,C1ch,2550,4.1390351999999995,524.3380958734199,40.43092,182
Cell8,cyc6000,C1ch,2600,4.1550717000000015,534.6193432821045,40.318607,132
Cell8,cyc6000,C1ch,2650,4.1715097000000005,544.9005362943013,40.380974,82
Cell8,cyc6000,C1ch,2700,4.1888294,555.1816922503593,40.380974,32
Cell8,cyc6000,C1ch,2732,4.1998949,561.6041396903008,40.356041,0
Cell8,cyc6100,C1ch,0,2.7424631,0.0,41.491611,2715
Cell8,cyc6100,C1ch,50,3.2594084999999997,10.2712885658048,41.266983,2665
Cell8,cyc6100,C1ch,100,3.3944379999999996,20.55300454058033,41.1422,2615
Cell8,cyc6100,C1ch,150,3.4846449,30.83476768179873,40.855206,2565
Cell8,cyc6100,C1ch,200,3.5531619,41.11649852323957,40.717918,2515
Cell8,cyc6100,C1ch,250,3.6082482000000002,51.39820460600322,40.480824,2465
Cell8,cyc6100,C1ch,300,3.6495830999999996,61.67990276909257,40.418415,2415
Cell8,cyc6100,C1ch,350,3.6790507000000003,71.96169498152204,40.343575,2365
Cell8,cyc6100,C1ch,400,3.7009008000000003,82.24348223792731,40.168853999999996,2315
Cell8,cyc6100,C1ch,450,3.7181001000000014,92.52525568148675,40.193825,2265
Cell8,cyc6100,C1ch,500,3.7320921,102.8070433789694,40.044071,2215
Cell8,cyc6100,C1ch,550,3.7439995,113.08885139571001,40.006638,2165
Cell8,cyc6100,C1ch,600,3.7547441,123.370662806243,39.86935,2115
Cell8,cyc6100,C1ch,650,3.7647671999999996,133.6524574252752,39.744568,2065
Cell8,cyc6100,C1ch,700,3.7743089,143.9342492678892,39.594818,2015
Cell8,cyc6100,C1ch,750,3.7830892,154.2160834675996,39.470039,1965
Cell8,cyc6100,C1ch,800,3.7913078999999996,164.4979028848224,39.33279,1915
Cell8,cyc6100,C1ch,850,3.7991660000000014,174.7797254385368,39.320285999999996,1865
Cell8,cyc6100,C1ch,900,3.8070641000000003,185.06154603569112,39.208012,1815
Cell8,cyc6100,C1ch,950,3.814481,195.34338103718304,39.145603,1765
Cell8,cyc6100,C1ch,1000,3.8221788,205.6251903241467,39.145603,1715
Cell8,cyc6100,C1ch,1050,3.8294754,215.90699160607483,39.083191,1665
Cell8,cyc6100,C1ch,1100,3.8366921,226.18882960297557,39.095695,1615
Cell8,cyc6100,C1ch,1150,3.8435078000000003,236.4706514873819,39.083191,1565
Cell8,cyc6100,C1ch,1200,3.8503232000000014,246.7524544286702,39.183037,1515
Cell8,cyc6100,C1ch,1250,3.8571788999999996,257.0342628145617,39.232944,1465
Cell8,cyc6100,C1ch,1300,3.8639144999999995,267.3160530202739,39.245449,1415
Cell8,cyc6100,C1ch,1350,3.8711309000000003,277.59784753739757,39.307819,1365
Cell8,cyc6100,C1ch,1400,3.8782272000000004,287.879626746243,39.382698,1315
Cell8,cyc6100,C1ch,1450,3.8854036,298.1614091799927,39.420132,1265
Cell8,cyc6100,C1ch,1500,3.8931415,308.4432420120374,39.569885,1215
Cell8,cyc6100,C1ch,1550,3.9008790999999996,318.7250558388095,39.569885,1165
Cell8,cyc6100,C1ch,1600,3.9088576,329.0068507099575,39.719635,1115
Cell8,cyc6100,C1ch,1650,3.9174371,339.28866723163515,39.769543,1065
Cell8,cyc6100,C1ch,1700,3.9259767999999995,349.5705100724385,39.86935,1015
Cell8,cyc6100,C1ch,1750,3.9354384,359.852355228519,39.89432100000001,965
Cell8,cyc6100,C1ch,1800,3.9446193999999997,370.1342139358961,39.906788,915
Cell8,cyc6100,C1ch,1850,3.9546025,380.4160596880595,40.031605,865
Cell8,cyc6100,C1ch,1900,3.9649861000000004,390.6979136691217,40.143883,815
Cell8,cyc6100,C1ch,1950,3.9756907999999997,400.9797628646479,40.168853999999996,765
Cell8,cyc6100,C1ch,2000,3.9869967000000006,411.2615960758938,40.093979,715
Cell8,cyc6100,C1ch,2050,3.9991446,421.5434133533834,40.18132,665
Cell8,cyc6100,C1ch,2100,4.011412600000001,431.82523116467627,40.256195,615
Cell8,cyc6100,C1ch,2150,4.024282,442.1070445821804,40.2687,565
Cell8,cyc6100,C1ch,2200,4.0377932,452.3888986021322,40.356041,515
Cell8,cyc6100,C1ch,2250,4.0516248,462.6707515018684,40.356041,465
Cell8,cyc6100,C1ch,2300,4.0665789,472.9525644758335,40.43092,415
Cell8,cyc6100,C1ch,2350,4.0814934,483.2343994121907,40.393482,365
Cell8,cyc6100,C1ch,2400,4.0967283,493.51623545062586,40.43092,315
Cell8,cyc6100,C1ch,2450,4.1122837,503.7980592721218,40.393482,265
Cell8,cyc6100,C1ch,2500,4.1277995,514.0799100240004,40.405949,215
Cell8,cyc6100,C1ch,2550,4.1440768,524.3617909562141,40.418415,165
Cell8,cyc6100,C1ch,2600,4.1600332,534.64366251906,40.45585300000001,115
Cell8,cyc6100,C1ch,2650,4.1769919,544.925516561364,40.43092,65
Cell8,cyc6100,C1ch,2700,4.1947126,555.2073603654378,40.480824,15
Cell8,cyc6100,C1ch,2715,4.1998849,558.1351324219258,40.480824,0
Cell8,cyc6200,C1ch,0,2.7425435,0.0,41.379295,2713
Cell8,cyc6200,C1ch,50,3.2540762,10.27137060267968,41.242008,2663
Cell8,cyc6200,C1ch,100,3.3874218000000003,20.55293734498924,40.979984,2613
Cell8,cyc6200,C1ch,150,3.4759851000000004,30.8344926887597,40.730385,2563
Cell8,cyc6200,C1ch,200,3.5423372000000004,41.11602208422682,40.593136,2513
Cell8,cyc6200,C1ch,250,3.5950178999999998,51.39752114783563,40.380974,2463
Cell8,cyc6200,C1ch,300,3.633867,61.679015895960504,40.368507,2413
Cell8,cyc6200,C1ch,350,3.6627734,71.96051393943448,40.18132,2363
Cell8,cyc6200,C1ch,400,3.6868284,82.24198455289883,40.143883,2313
Cell8,cyc6200,C1ch,450,3.707556,92.52345017947218,40.11895,2263
Cell8,cyc6200,C1ch,500,3.7246752,102.80489224914379,40.106445,2213
Cell8,cyc6200,C1ch,550,3.7392285000000003,113.0863406991696,39.931759,2163
Cell8,cyc6200,C1ch,600,3.7520981,123.3678147047,39.881855,2113
Cell8,cyc6200,C1ch,650,3.7632837,133.649293471973,39.757076,2063
Cell8,cyc6200,C1ch,700,3.7735472000000003,143.930747993359,39.582352,2013
Cell8,cyc6200,C1ch,750,3.7824879,154.2122043898909,39.457573,1963
Cell8,cyc6200,C1ch,800,3.7911074,164.49365135540268,39.370232,1913
Cell8,cyc6200,C1ch,850,3.7990458,174.7750798077816,39.320285999999996,1863
Cell8,cyc6200,C1ch,900,3.8067032999999997,185.05651119976986,39.282887,1813
Cell8,cyc6200,C1ch,950,3.8141602999999997,195.3378860896556,39.15807,1763
Cell8,cyc6200,C1ch,1000,3.8215773,205.61921230908032,39.133137,1713
Cell8,cyc6200,C1ch,1050,3.8287137,215.9005289063704,39.108162,1663
Cell8,cyc6200,C1ch,1100,3.8355694,226.18183920821969,39.170574,1613
Cell8,cyc6200,C1ch,1150,3.8421044,236.4631669691891,39.145603,1563
Cell8,cyc6200,C1ch,1200,3.848479,246.7445060457984,39.232944,1513
Cell8,cyc6200,C1ch,1250,3.8548536,257.0258039301096,39.270382,1463
Cell8,cyc6200,C1ch,1300,3.8614687999999995,267.30714445792455,39.257915000000004,1413
Cell8,cyc6200,C1ch,1350,3.8684849999999997,277.58849593229,39.345257000000004,1363
Cell8,cyc6200,C1ch,1400,3.8754207999999997,287.8698359051056,39.407665,1313
Cell8,cyc6200,C1ch,1450,3.8828378,298.15116063700873,39.445107,1263
Cell8,cyc6200,C1ch,1500,3.8905355999999998,308.4324786448924,39.607323,1213
Cell8,cyc6200,C1ch,1550,3.8984737000000003,318.71382019903064,39.569885,1163
Cell8,cyc6200,C1ch,1600,3.9064919999999996,328.995140736774,39.669693,1113
Cell8,cyc6200,C1ch,1650,3.9150317,339.2764705324418,39.769543,1063
Cell8,cyc6200,C1ch,1700,3.9241726000000003,349.5578025621898,39.732101,1013
Cell8,cyc6200,C1ch,1750,3.9334741,359.83911267467414,39.881855,963
Cell8,cyc6200,C1ch,1800,3.9432964,370.1203765678016,39.919292,913
Cell8,cyc6200,C1ch,1850,3.9530387000000013,380.4016118939803,40.044071,863
Cell8,cyc6200,C1ch,1900,3.9636631,390.682845383194,40.031605,813
Cell8,cyc6200,C1ch,1950,3.9746082,400.9640888225827,40.069046,763
Cell8,cyc6200,C1ch,2000,3.9862349000000004,411.245346219257,40.231262,713
Cell8,cyc6200,C1ch,2050,3.9983828000000003,421.5266045437368,40.168853999999996,663
Cell8,cyc6200,C1ch,2100,4.0110116,431.80788994945436,40.231262,613
Cell8,cyc6200,C1ch,2150,4.023921,442.0891777873925,40.231262,563
Cell8,cyc6200,C1ch,2200,4.0377932,452.37045986754515,40.281166,513
Cell8,cyc6200,C1ch,2250,4.052065799999999,462.65171664352584,40.281166,463
Cell8,cyc6200,C1ch,2300,4.0669799,472.93293301273087,40.331074,413
Cell8,cyc6200,C1ch,2350,4.0824150999999995,483.21415416817564,40.405949,363
Cell8,cyc6200,C1ch,2400,4.0978107,493.49536634930087,40.380974,313
Cell8,cyc6200,C1ch,2450,4.1135268,503.77658687348094,40.405949,263
Cell8,cyc6200,C1ch,2500,4.1288819,514.0578048529596,40.368507,213
Cell8,cyc6200,C1ch,2550,4.1447182,524.3390515034959,40.343575,163
Cell8,cyc6200,C1ch,2600,4.1609154,534.6202868709819,40.343575,113
Cell8,cyc6200,C1ch,2650,4.1778741,544.9014943442348,40.306141,63
Cell8,cyc6200,C1ch,2700,4.1952338,555.1826686406454,40.331074,13
Cell8,cyc6200,C1ch,2713,4.2001252000000004,557.8314290076396,40.343575,0
Cell8,cyc6300,C1ch,0,2.7427437,0.0,41.391762,2703
Cell8,cyc6300,C1ch,50,3.2563214,10.27116412247525,41.254517,2653
Cell8,cyc6300,C1ch,100,3.3895468999999996,20.55257628486612,40.930038,2603
Cell8,cyc6300,C1ch,150,3.4778693,30.833961970338397,40.705452,2553
Cell8,cyc6300,C1ch,200,3.5439407999999997,41.11530744663303,40.568165,2503
Cell8,cyc6300,C1ch,250,3.5961404000000003,51.39662639855764,40.343575,2453
Cell8,cyc6300,C1ch,300,3.6347089,61.67792586337111,40.293633,2403
Cell8,cyc6300,C1ch,350,3.6633345999999998,71.95922388411628,40.256195,2353
Cell8,cyc6300,C1ch,400,3.6873496,82.2405179360165,40.143883,2303
Cell8,cyc6300,C1ch,450,3.7080371,92.52180309173076,40.11895,2253
Cell8,cyc6300,C1ch,500,3.7253568,102.8031028549618,40.056538,2203
Cell8,cyc6300,C1ch,550,3.7402709,113.0844000463172,40.069046,2153
Cell8,cyc6300,C1ch,600,3.7526593,123.3656904962209,39.819447,2103
Cell8,cyc6300,C1ch,650,3.7639253,133.6469384833798,39.669693,2053
Cell8,cyc6300,C1ch,700,3.7738278,143.9281593539717,39.619789000000004,2003
Cell8,cyc6300,C1ch,750,3.783289700000001,154.2093719843055,39.482544,1953
Cell8,cyc6300,C1ch,800,3.7917089,164.4905946251441,39.420132,1903
Cell8,cyc6300,C1ch,850,3.7998877,174.7717914044986,39.33279,1853
Cell8,cyc6300,C1ch,900,3.8077056000000002,185.05297321709702,39.29535300000001,1803
Cell8,cyc6300,C1ch,950,3.8152027000000004,195.3341382343394,39.232944,1753
Cell8,cyc6300,C1ch,1000,3.8224995,205.61527487576802,39.208012,1703
Cell8,cyc6300,C1ch,1050,3.8293152000000004,215.89640019581608,39.145603,1653
Cell8,cyc6300,C1ch,1100,3.8364915999999996,226.1775505192006,39.133137,1603
Cell8,cyc6300,C1ch,1150,3.8430266000000004,236.45867313415692,39.15807,1553
Cell8,cyc6300,C1ch,1200,3.8494812999999994,246.7398042451324,39.133137,1503
Cell8,cyc6300,C1ch,1250,3.855896,257.02091911749767,39.145603,1453
Cell8,cyc6300,C1ch,1300,3.8627116999999997,267.3020321430952,39.232944,1403
Cell8,cyc6300,C1ch,1350,3.8696474999999997,277.5830969931183,39.407665,1353
Cell8,cyc6300,C1ch,1400,3.8766236000000003,287.8641903873613,39.357723,1303
Cell8,cyc6300,C1ch,1450,3.8842411,298.1452860036876,39.49501,1253
Cell8,cyc6300,C1ch,1500,3.8918586000000004,308.42636946784285,39.557419,1203
Cell8,cyc6300,C1ch,1550,3.8999169,318.70743075721737,39.64476,1153
Cell8,cyc6300,C1ch,1600,3.9083765,328.9885027941505,39.744568,1103
Cell8,cyc6300,C1ch,1650,3.9168758,339.26959668477537,39.769543,1053
Cell8,cyc6300,C1ch,1700,3.9257762,349.5507059516415,39.794514,1003
Cell8,cyc6300,C1ch,1750,3.9351977999999996,359.83182711530054,39.881855,953
Cell8,cyc6300,C1ch,1800,3.9449803999999995,370.1129342661082,39.981663,903
Cell8,cyc6300,C1ch,1850,3.9552038,380.3940213627302,39.919292,853
Cell8,cyc6300,C1ch,1900,3.9656677000000013,390.6751097424198,40.031605,803
Cell8,cyc6300,C1ch,1950,3.9768133000000003,400.9561804198353,40.069046,753
Cell8,cyc6300,C1ch,2000,3.9886003,411.2372643243425,40.193825,703
Cell8,cyc6300,C1ch,2050,4.000668,421.5183432779321,40.131415999999994,653
Cell8,cyc6300,C1ch,2100,4.0133371,431.79940609602363,40.281166,603
Cell8,cyc6300,C1ch,2150,4.0268879,442.0804897647756,40.218758,553
Cell8,cyc6300,C1ch,2200,4.0407195,452.3615767107392,40.318607,503
Cell8,cyc6300,C1ch,2250,4.0548720000000005,462.64266284278534,40.293633,453
Cell8,cyc6300,C1ch,2300,4.0700669000000005,472.9237441865727,40.293633,403
Cell8,cyc6300,C1ch,2350,4.085422,483.2047947631089,40.343575,353
Cell8,cyc6300,C1ch,2400,4.100697,493.48584114071997,40.43092,303
Cell8,cyc6300,C1ch,2450,4.1162128,503.76686367909065,40.293633,253
Cell8,cyc6300,C1ch,2500,4.1321292000000005,514.0479052201199,40.368507,203
Cell8,cyc6300,C1ch,2550,4.1478852999999996,524.3289763387655,40.343575,153
Cell8,cyc6300,C1ch,2600,4.1642427,534.6100759062533,40.405949,103
Cell8,cyc6300,C1ch,2650,4.1812019,544.8911111879036,40.368507,53
Cell8,cyc6300,C1ch,2700,4.198802,555.172150692237,40.306141,3
Cell8,cyc6300,C1ch,2703,4.1997643,555.7578001695658,40.368507,0
Cell8,cyc6400,C1ch,0,2.7429442,0.0,41.553978,2684
Cell8,cyc6400,C1ch,50,3.2643397000000003,10.27167333756966,41.466637,2634
Cell8,cyc6400,C1ch,100,3.400492,20.55376779615052,41.079792,2584
Cell8,cyc6400,C1ch,150,3.4917011,30.83587222363409,40.930038,2534
Cell8,cyc6400,C1ch,200,3.5613809,41.11797478598489,40.742889,2484
Cell8,cyc6400,C1ch,250,3.6166275000000003,51.40007279829703,40.580669,2434
Cell8,cyc6400,C1ch,300,3.6591649,61.68225899907218,40.380974,2384
Cell8,cyc6400,C1ch,350,3.6883519000000002,71.96446189239968,40.243728999999995,2334
Cell8,cyc6400,C1ch,400,3.708478,82.24669074218538,40.318607,2284
Cell8,cyc6400,C1ch,450,3.7239934999999997,92.5288713026678,40.156387,2234
Cell8,cyc6400,C1ch,500,3.736743,102.81102533248009,40.081512,2184
Cell8,cyc6400,C1ch,550,3.747607700000001,113.09321508046257,39.944225,2134
Cell8,cyc6400,C1ch,600,3.7576709000000004,123.3754147007395,39.819447,2084
Cell8,cyc6400,C1ch,650,3.767212600000001,133.6576130165354,39.694668,2034
Cell8,cyc6400,C1ch,700,3.7765141000000004,143.9397789179942,39.544914,1984
Cell8,cyc6400,C1ch,750,3.7853343,154.2219361560076,39.482544,1934
Cell8,cyc6400,C1ch,800,3.7935531000000013,164.50408621980958,39.420132,1884
Cell8,cyc6400,C1ch,850,3.8016517,174.78622674656341,39.307819,1834
Cell8,cyc6400,C1ch,900,3.8095898999999998,185.0684051041955,39.245449,1784
Cell8,cyc6400,C1ch,950,3.8178086,195.35058073387816,39.15807,1734
Cell8,cyc6400,C1ch,1000,3.8251858,205.63277131527198,39.145603,1684
Cell8,cyc6400,C1ch,1050,3.8326428,215.9150115348867,39.133137,1634
Cell8,cyc6400,C1ch,1100,3.8400998,226.1972467939199,39.208012,1584
Cell8,cyc6400,C1ch,1150,3.8475167999999997,236.4794686639726,39.195503,1534
Cell8,cyc6400,C1ch,1200,3.8546531,246.76165958705482,39.208012,1484
Cell8,cyc6400,C1ch,1250,3.8615087999999997,257.0438363696272,39.208012,1434
Cell8,cyc6400,C1ch,1300,3.8684849999999997,267.3260606123606,39.245449,1384
Cell8,cyc6400,C1ch,1350,3.8756614000000003,277.6083236290232,39.33279,1334
Cell8,cyc6400,C1ch,1400,3.8830383,287.8905807099898,39.482544,1284
Cell8,cyc6400,C1ch,1450,3.8903751000000004,298.17286516090735,39.557419,1234
Cell8,cyc6400,C1ch,1500,3.8985138,308.4551530694834,39.607323,1184
Cell8,cyc6400,C1ch,1550,3.9064519,318.7374074991473,39.657227,1134
Cell8,cyc6400,C1ch,1600,3.9145105000000004,329.0196475250362,39.719635,1084
Cell8,cyc6400,C1ch,1650,3.9231303,339.301881201516,39.819447,1034
Cell8,cyc6400,C1ch,1700,3.9320707,349.5840986199324,39.931759,984
Cell8,cyc6400,C1ch,1750,3.9417729,359.8663474278988,39.969196000000004,934
Cell8,cyc6400,C1ch,1800,3.950994,370.1485825223134,40.044071,884
Cell8,cyc6400,C1ch,1850,3.9612577000000004,380.4308368554704,40.106445,834
Cell8,cyc6400,C1ch,1900,3.9716012000000003,390.7130924033423,40.106445,784
Cell8,cyc6400,C1ch,1950,3.9829472999999997,400.9953581540848,40.193825,734
Cell8,cyc6400,C1ch,2000,3.9947343,411.2776178913251,40.231262,684
Cell8,cyc6400,C1ch,2050,4.0068822,421.5598846041243,40.231262,634
Cell8,cyc6400,C1ch,2100,4.0195513,431.84216579743963,40.256195,584
Cell8,cyc6400,C1ch,2150,4.0325809,442.12447886450025,40.368507,534
Cell8,cyc6400,C1ch,2200,4.0461321,452.40679230704916,40.393482,484
Cell8,cyc6400,C1ch,2250,4.0604849000000005,462.68912337704285,40.443386,434
Cell8,cyc6400,C1ch,2300,4.0753994,472.9714708961708,40.368507,384
Cell8,cyc6400,C1ch,2350,4.0906744,483.25383180899047,40.518260999999995,334
Cell8,cyc6400,C1ch,2400,4.1059494,493.53621420378283,40.393482,284
Cell8,cyc6400,C1ch,2450,4.1213446000000005,503.81858731073,40.468357,234
Cell8,cyc6400,C1ch,2500,4.137341,514.1009827793274,40.543232,184
Cell8,cyc6400,C1ch,2550,4.1534181000000014,524.383396134803,40.530727,134
Cell8,cyc6400,C1ch,2600,4.1702967000000015,534.6658100421921,40.480824,84
Cell8,cyc6400,C1ch,2650,4.1876969,544.9482251034682,40.505795,34
Cell8,cyc6400,C1ch,2684,4.1999249,551.9027739158088,40.505795,0
Cell8,cyc6500,C1ch,0,2.7430646,0.0,41.628857,2689
Cell8,cyc6500,C1ch,50,3.2551587000000004,10.27140168900765,41.491611,2639
Cell8,cyc6500,C1ch,100,3.3890656999999997,20.55301250866911,41.229541999999995,2589
Cell8,cyc6500,C1ch,150,3.4783504,30.83459371867074,41.042355,2539
Cell8,cyc6500,C1ch,200,3.5454242,41.11617029893875,40.792792999999996,2489
Cell8,cyc6500,C1ch,250,3.5984659,51.39777199111133,40.680477,2439
Cell8,cyc6500,C1ch,300,3.6379563999999998,61.6793397214241,40.530727,2389
Cell8,cyc6500,C1ch,350,3.6669428,71.96087607300356,40.480824,2339
Cell8,cyc6500,C1ch,400,3.6907175000000003,82.24224258979841,40.393482,2289
Cell8,cyc6500,C1ch,450,3.7111642,92.52360030377069,40.318607,2239
Cell8,cyc6500,C1ch,500,3.7276821000000004,102.8049794145563,40.293633,2189
Cell8,cyc6500,C1ch,550,3.7417142,113.08635458077879,40.2687,2139
Cell8,cyc6500,C1ch,600,3.7538621,123.36764368380648,40.168853999999996,2089
Cell8,cyc6500,C1ch,650,3.7649677,133.6489635692808,40.093979,2039
Cell8,cyc6500,C1ch,700,3.7748301,143.9302060918774,39.86935,1989
Cell8,cyc6500,C1ch,750,3.7841716,154.21148305752482,39.806979999999996,1939
Cell8,cyc6500,C1ch,800,3.7924707000000004,164.492743063279,39.744568,1889
Cell8,cyc6500,C1ch,850,3.800328700000001,174.77402812417515,39.582352,1839
Cell8,cyc6500,C1ch,900,3.8082267999999995,185.0553175692469,39.607323,1789
Cell8,cyc6500,C1ch,950,3.8159644999999998,195.336641969329,39.457573,1739
Cell8,cyc6500,C1ch,1000,3.8233013,205.61795723842616,39.49501,1689
Cell8,cyc6500,C1ch,1050,3.8308787000000004,215.89928641138286,39.470039,1639
Cell8,cyc6500,C1ch,1100,3.837534,226.1805663528061,39.420132,1589
Cell8,cyc6500,C1ch,1150,3.8443495999999997,236.46175847810107,39.432598,1539
Cell8,cyc6500,C1ch,1200,3.8508443999999997,246.74299547474843,39.457573,1489
Cell8,cyc6500,C1ch,1250,3.85762,257.0242393664314,39.557419,1439
Cell8,cyc6500,C1ch,1300,3.8643956,267.3055172916938,39.619789000000004,1389
Cell8,cyc6500,C1ch,1350,3.8713315,277.58677179016115,39.632256,1339
Cell8,cyc6500,C1ch,1400,3.8785882000000007,287.867977152476,39.682201,1289
Cell8,cyc6500,C1ch,1450,3.8861253,298.1491510789355,39.844418,1239
Cell8,cyc6500,C1ch,1500,3.8939834,308.4302707920973,39.906788,1189
Cell8,cyc6500,C1ch,1550,3.9022824999999997,318.71142081098765,40.006638,1139
Cell8,cyc6500,C1ch,1600,3.9107017999999996,328.9925453152772,40.069046,1089
Cell8,cyc6500,C1ch,1650,3.9192011,339.2737092929212,40.093979,1039
Cell8,cyc6500,C1ch,1700,3.9283822,349.5548349764845,40.131415999999994,989
Cell8,cyc6500,C1ch,1750,3.9378841,359.83596702931715,40.243728999999995,939
Cell8,cyc6500,C1ch,1800,3.9474258,370.1171194069892,40.206291,889
Cell8,cyc6500,C1ch,1850,3.9578900000000004,380.39830673602967,40.368507,839
Cell8,cyc6500,C1ch,1900,3.9685946000000003,390.6795475952013,40.393482,789
Cell8,cyc6500,C1ch,1950,3.9798203,400.96068821920767,40.356041,739
Cell8,cyc6500,C1ch,2000,3.9918477999999995,411.24192310222367,40.468357,689
Cell8,cyc6500,C1ch,2050,4.0041962,421.523138541626,40.49329,639
Cell8,cyc6500,C1ch,2100,4.0167446,431.8043842797207,40.505795,589
Cell8,cyc6500,C1ch,2150,4.0304961000000015,442.0855547953254,40.555698,539
Cell8,cyc6500,C1ch,2200,4.0442877,452.3667405490146,40.593136,489
Cell8,cyc6500,C1ch,2250,4.0588012,462.6479066257528,40.680477,439
Cell8,cyc6500,C1ch,2300,4.073956,472.9290366736213,40.65551,389
Cell8,cyc6500,C1ch,2350,4.0893111000000015,483.21026173077047,40.60560200000001,339
Cell8,cyc6500,C1ch,2400,4.104867,493.4913845120036,40.668011,289
Cell8,cyc6500,C1ch,2450,4.1204224,503.7725618022292,40.668011,239
Cell8,cyc6500,C1ch,2500,4.1363792,514.0536965567288,40.692944,189
Cell8,cyc6500,C1ch,2550,4.152455799999999,524.3348853837788,40.668011,139
Cell8,cyc6500,C1ch,2600,4.168893799999998,534.6160485077584,40.668011,89
Cell8,cyc6500,C1ch,2650,4.1861329,544.8971863050673,40.680477,39
Cell8,cyc6500,C1ch,2689,4.1998444,552.7637687651944,40.705452,0
Cell8,cyc6600,C1ch,0,2.7429843,0.0,41.678761,2679
Cell8,cyc6600,C1ch,50,3.2573237,10.27122261731593,41.591419,2629
Cell8,cyc6600,C1ch,100,3.3911905,20.55272555892563,41.242008,2579
Cell8,cyc6600,C1ch,150,3.4797937999999995,30.834334956976573,41.029888,2529
Cell8,cyc6600,C1ch,200,3.5465066,41.11602595160209,40.867672,2479
Cell8,cyc6600,C1ch,250,3.5987465,51.397708538790816,40.643044,2429
Cell8,cyc6600,C1ch,300,3.6375553999999997,61.67937553563054,40.630577,2379
Cell8,cyc6600,C1ch,350,3.6667824,71.96105199958589,40.568165,2329
Cell8,cyc6600,C1ch,400,3.6907976000000002,82.24265268287107,40.443386,2279
Cell8,cyc6600,C1ch,450,3.7108836000000003,92.52422899970458,40.480824,2229
Cell8,cyc6600,C1ch,500,3.7279627,102.805834601084,40.331074,2179
Cell8,cyc6600,C1ch,550,3.7421553,113.0874669959408,40.306141,2129
Cell8,cyc6600,C1ch,600,3.7544234,123.36909240207927,40.18132,2079
Cell8,cyc6600,C1ch,650,3.7652082,133.65070891463898,40.069046,2029
Cell8,cyc6600,C1ch,700,3.7755117,143.932334208096,39.944225,1979
Cell8,cyc6600,C1ch,750,3.7847328,154.21394148779967,39.86935,1929
Cell8,cyc6600,C1ch,800,3.7931120000000003,164.4955333027513,39.769543,1879
Cell8,cyc6600,C1ch,850,3.8011305,174.77711928256218,39.64476,1829
Cell8,cyc6600,C1ch,900,3.8089885999999997,185.05872999206198,39.632256,1779
Cell8,cyc6600,C1ch,950,3.8166461000000003,195.34032813926532,39.582352,1729
Cell8,cyc6600,C1ch,1000,3.8239026,205.6219131745233,39.557419,1679
Cell8,cyc6600,C1ch,1050,3.8313197999999997,215.903508615977,39.519981,1629
Cell8,cyc6600,C1ch,1100,3.8381352,226.1850915264011,39.532447999999995,1579
Cell8,cyc6600,C1ch,1150,3.845432,236.4666406274244,39.49501,1529
Cell8,cyc6600,C1ch,1200,3.8516464,246.74815565242847,39.607323,1479
Cell8,cyc6600,C1ch,1250,3.8585021,257.0296754215325,39.594818,1429
Cell8,cyc6600,C1ch,1300,3.8652375,267.3111630916646,39.64476,1379
Cell8,cyc6600,C1ch,1350,3.8723338,277.5924625886875,39.694668,1329
Cell8,cyc6600,C1ch,1400,3.8797907999999994,287.8737632872756,39.806979999999996,1279
Cell8,cyc6600,C1ch,1450,3.8873682,298.1550912533773,39.86935,1229
Cell8,cyc6600,C1ch,1500,3.8954668,308.4363975311347,39.95673,1179
Cell8,cyc6600,C1ch,1550,3.9032044000000004,318.7177095957167,39.95673,1129
Cell8,cyc6600,C1ch,1600,3.911664,328.99902558792115,40.056538,1079
Cell8,cyc6600,C1ch,1650,3.9205243999999997,339.2803154379985,40.131415999999994,1029
Cell8,cyc6600,C1ch,1700,3.9297454,349.5616393002895,40.206291,979
Cell8,cyc6600,C1ch,1750,3.9392071000000004,359.84297097526047,40.256195,929
Cell8,cyc6600,C1ch,1800,3.9493102999999996,370.1243439601271,40.318607,879
Cell8,cyc6600,C1ch,1850,3.9599347000000003,380.40564835602135,40.380974,829
Cell8,cyc6600,C1ch,1900,3.9706792999999996,390.6869800315416,40.405949,779
Cell8,cyc6600,C1ch,1950,3.9819851,400.9683420962796,40.49329,729
Cell8,cyc6600,C1ch,2000,3.9938924,411.24967962731597,40.468357,679
Cell8,cyc6600,C1ch,2050,4.006120200000002,421.53101087056467,40.49329,629
Cell8,cyc6600,C1ch,2100,4.0192304,431.8121982195638,40.543232,579
Cell8,cyc6600,C1ch,2150,4.0327816,442.0934903611722,40.580669,529
Cell8,cyc6600,C1ch,2200,4.0470543,452.37475547567414,40.680477,479
Cell8,cyc6600,C1ch,2250,4.0616479,462.6560694071147,40.630577,429
Cell8,cyc6600,C1ch,2300,4.076842299999999,472.9373536055298,40.630577,379
Cell8,cyc6600,C1ch,2350,4.0924382,483.2186666151361,40.705452,329
Cell8,cyc6600,C1ch,2400,4.107914,493.4999617959594,40.717918,279
Cell8,cyc6600,C1ch,2450,4.1233492,503.7812044623922,40.767821999999995,229
Cell8,cyc6600,C1ch,2500,4.1391854,514.062500752455,40.717918,179
Cell8,cyc6600,C1ch,2550,4.1555829,524.3437536052179,40.668011,129
